index,prob,rank,percentile
369953,0.485511663,2067,0.3445
124523,0.485492449,2068,0.344666667
305778,0.485448373,2069,0.344833333
35559,0.485420498,2070,0.345
327390,0.485261532,2071,0.345166667
500680,0.485161428,2072,0.345333333
358600,0.485142465,2073,0.3455
85744,0.485017834,2074,0.345666667
432102,0.484626563,2075,0.345833333
158080,0.484364009,2076,0.346
110963,0.484243061,2077,0.346166667
260187,0.484179221,2078,0.346333333
223109,0.484089022,2079,0.3465
531321,0.484077026,2080,0.346666667
497868,0.483736433,2081,0.346833333
563647,0.483710228,2082,0.347
425369,0.483607113,2083,0.347166667
405482,0.483414653,2084,0.347333333
145315,0.483390926,2085,0.3475
447026,0.483132754,2086,0.347666667
427820,0.483039671,2087,0.347833333
521332,0.483017835,2088,0.348
433422,0.483017595,2089,0.348166667
230526,0.482935955,2090,0.348333333
235376,0.482917632,2091,0.3485
129748,0.482885668,2092,0.348666667
520630,0.482863123,2093,0.348833333
336456,0.482849,2094,0.349
89591,0.482814564,2095,0.349166667
472048,0.482753744,2096,0.349333333
146242,0.48267045,2097,0.3495
188226,0.482600027,2098,0.349666667
511471,0.48253959,2099,0.349833333
487374,0.482482583,2100,0.35
332371,0.482447641,2101,0.350166667
277578,0.482276436,2102,0.350333333
475730,0.482203167,2103,0.3505
298465,0.482110228,2104,0.350666667
537111,0.482085238,2105,0.350833333
239134,0.481999022,2106,0.351
427615,0.481956496,2107,0.351166667
488308,0.481869777,2108,0.351333333
253163,0.48186727,2109,0.3515
314394,0.481788187,2110,0.351666667
445949,0.48177419,2111,0.351833333
300401,0.481485884,2112,0.352
42660,0.481339318,2113,0.352166667
181297,0.481278498,2114,0.352333333
352009,0.481250862,2115,0.3525
386759,0.481161038,2116,0.352666667
298380,0.481038989,2117,0.352833333
126627,0.480858129,2118,0.353
85189,0.480764228,2119,0.353166667
410087,0.480745391,2120,0.353333333
478692,0.480690886,2121,0.3535
252973,0.480648853,2122,0.353666667
447852,0.480612314,2123,0.353833333
414466,0.480267126,2124,0.354
237243,0.480105285,2125,0.354166667
186234,0.480038683,2126,0.354333333
62788,0.480018441,2127,0.3545
262630,0.480005115,2128,0.354666667
429330,0.479768454,2129,0.354833333
119105,0.479685757,2130,0.355
8848,0.479519341,2131,0.355166667
365473,0.479371716,2132,0.355333333
99393,0.479146176,2133,0.3555
89118,0.478928203,2134,0.355666667
106755,0.478879033,2135,0.355833333
211839,0.478871556,2136,0.356
136710,0.478827566,2137,0.356166667
174225,0.478824353,2138,0.356333333
145868,0.47881485,2139,0.3565
589258,0.478650126,2140,0.356666667
348385,0.478588547,2141,0.356833333
330405,0.478564157,2142,0.357
18637,0.478513905,2143,0.357166667
312761,0.478470036,2144,0.357333333
249806,0.478341478,2145,0.3575
387826,0.478224571,2146,0.357666667
563747,0.478078374,2147,0.357833333
549018,0.478025962,2148,0.358
132444,0.478014616,2149,0.358166667
441148,0.477757369,2150,0.358333333
31207,0.477755861,2151,0.3585
521761,0.477705133,2152,0.358666667
376017,0.477494226,2153,0.358833333
151448,0.477463323,2154,0.359
399914,0.477441402,2155,0.359166667
297125,0.477390364,2156,0.359333333
302170,0.477389734,2157,0.3595
221596,0.477315021,2158,0.359666667
452647,0.47721486,2159,0.359833333
73436,0.477181815,2160,0.36
158614,0.477173234,2161,0.360166667
397199,0.477165277,2162,0.360333333
7803,0.477041111,2163,0.3605
286822,0.476948631,2164,0.360666667
384958,0.47686427,2165,0.360833333
241249,0.476850847,2166,0.361
295109,0.476742765,2167,0.361166667
517982,0.476728191,2168,0.361333333
567787,0.476726878,2169,0.3615
538993,0.476627101,2170,0.361666667
554277,0.476577605,2171,0.361833333
498289,0.476574769,2172,0.362
438469,0.47649643,2173,0.362166667
256207,0.476463972,2174,0.362333333
496261,0.47643349,2175,0.3625
442111,0.47621904,2176,0.362666667
113771,0.476188362,2177,0.362833333
571879,0.476170207,2178,0.363
134020,0.476149171,2179,0.363166667
595720,0.476027036,2180,0.363333333
308300,0.475956301,2181,0.3635
438382,0.475939554,2182,0.363666667
430641,0.475851668,2183,0.363833333
434618,0.47583989,2184,0.364
155288,0.475316355,2185,0.364166667
571159,0.475311801,2186,0.364333333
117357,0.475256338,2187,0.3645
460289,0.475065386,2188,0.364666667
574010,0.474937088,2189,0.364833333
421468,0.474828419,2190,0.365
471862,0.47481876,2191,0.365166667
47761,0.47481561,2192,0.365333333
373960,0.474731656,2193,0.3655
72434,0.474628418,2194,0.365666667
80304,0.474624193,2195,0.365833333
430896,0.474616345,2196,0.366
468867,0.474583517,2197,0.366166667
37111,0.474501464,2198,0.366333333
116274,0.474489104,2199,0.3665
417014,0.474435267,2200,0.366666667
375397,0.474270585,2201,0.366833333
48411,0.474266101,2202,0.367
33119,0.474231735,2203,0.367166667
547335,0.473806232,2204,0.367333333
229892,0.473727235,2205,0.3675
459564,0.473633457,2206,0.367666667
320540,0.473593851,2207,0.367833333
404404,0.473585451,2208,0.368
238076,0.473516438,2209,0.368166667
415340,0.473384374,2210,0.368333333
84883,0.473322288,2211,0.3685
42297,0.473240086,2212,0.368666667
491997,0.473239092,2213,0.368833333
403262,0.473094412,2214,0.369
89549,0.472985947,2215,0.369166667
387181,0.472849403,2216,0.369333333
442575,0.472812813,2217,0.3695
212514,0.472752365,2218,0.369666667
505197,0.472731395,2219,0.369833333
340980,0.472668404,2220,0.37
401283,0.472627424,2221,0.370166667
230169,0.472479139,2222,0.370333333
81654,0.472451403,2223,0.3705
174568,0.472438975,2224,0.370666667
224386,0.472334878,2225,0.370833333
351623,0.47223045,2226,0.371
120221,0.472202633,2227,0.371166667
535284,0.472153543,2228,0.371333333
109988,0.472136356,2229,0.3715
406057,0.472134081,2230,0.371666667
474827,0.47213263,2231,0.371833333
34426,0.472062083,2232,0.372
407272,0.471814015,2233,0.372166667
82073,0.47178285,2234,0.372333333
120074,0.471778421,2235,0.3725
577317,0.471720974,2236,0.372666667
182926,0.471667613,2237,0.372833333
16465,0.471613524,2238,0.373
252087,0.471366861,2239,0.373166667
504302,0.471137113,2240,0.373333333
207392,0.471001112,2241,0.3735
378167,0.470915318,2242,0.373666667
587871,0.47076043,2243,0.373833333
17161,0.470598795,2244,0.374
448299,0.470555181,2245,0.374166667
37887,0.470515324,2246,0.374333333
160949,0.470301757,2247,0.3745
250205,0.470175655,2248,0.374666667
311705,0.470042941,2249,0.374833333
482956,0.470032628,2250,0.375
521001,0.470005501,2251,0.375166667
453267,0.469916621,2252,0.375333333
171713,0.469903089,2253,0.3755
162511,0.469835852,2254,0.375666667
301702,0.469816937,2255,0.375833333
135686,0.469804856,2256,0.376
592495,0.469768313,2257,0.376166667
473926,0.46973129,2258,0.376333333
283112,0.469722164,2259,0.3765
33547,0.469719749,2260,0.376666667
324238,0.469680713,2261,0.376833333
585209,0.469549486,2262,0.377
293850,0.469465354,2263,0.377166667
382749,0.469376806,2264,0.377333333
472461,0.469272161,2265,0.3775
246370,0.469236606,2266,0.377666667
429240,0.469130469,2267,0.377833333
514871,0.469126794,2268,0.378
310406,0.469046859,2269,0.378166667
466022,0.468927047,2270,0.378333333
525323,0.46878962,2271,0.3785
154470,0.46869781,2272,0.378666667
309019,0.468538811,2273,0.378833333
282534,0.468314358,2274,0.379
400772,0.468228822,2275,0.379166667
494046,0.468207798,2276,0.379333333
301023,0.468100639,2277,0.3795
336145,0.467980039,2278,0.379666667
83500,0.467916645,2279,0.379833333
5576,0.467856999,2280,0.38
14492,0.467748969,2281,0.380166667
82634,0.467612424,2282,0.380333333
479073,0.467569832,2283,0.3805
433305,0.467560476,2284,0.380666667
301240,0.467436893,2285,0.380833333
31849,0.467429812,2286,0.381
250618,0.46726141,2287,0.381166667
48567,0.467124873,2288,0.381333333
409300,0.467025902,2289,0.3815
285826,0.466990892,2290,0.381666667
36818,0.466878431,2291,0.381833333
249710,0.466594963,2292,0.382
117740,0.466452158,2293,0.382166667
578538,0.466450365,2294,0.382333333
437891,0.466449468,2295,0.3825
103885,0.466389743,2296,0.382666667
542000,0.466364872,2297,0.382833333
276813,0.466250457,2298,0.383
432686,0.466219759,2299,0.383166667
212402,0.466126244,2300,0.383333333
583065,0.465920721,2301,0.3835
173345,0.465763705,2302,0.383666667
529870,0.465742159,2303,0.383833333
193233,0.465661067,2304,0.384
155804,0.465650315,2305,0.384166667
420826,0.46561734,2306,0.384333333
282483,0.465603822,2307,0.3845
287882,0.465520229,2308,0.384666667
170705,0.465471596,2309,0.384833333
413657,0.465396692,2310,0.385
205951,0.465337424,2311,0.385166667
75100,0.465278745,2312,0.385333333
20465,0.465267792,2313,0.3855
137661,0.465165621,2314,0.385666667
202466,0.465124433,2315,0.385833333
66022,0.465109799,2316,0.386
20125,0.465069521,2317,0.386166667
298370,0.464942553,2318,0.386333333
56914,0.464921909,2319,0.3865
590195,0.464681199,2320,0.386666667
424812,0.464646447,2321,0.386833333
98801,0.464367496,2322,0.387
372572,0.464341078,2323,0.387166667
140346,0.464315652,2324,0.387333333
277394,0.464312098,2325,0.3875
382883,0.464296493,2326,0.387666667
530054,0.464268576,2327,0.387833333
173767,0.464120657,2328,0.388
128990,0.464007818,2329,0.388166667
300935,0.463910811,2330,0.388333333
304133,0.463894898,2331,0.3885
330218,0.46386508,2332,0.388666667
327431,0.463520086,2333,0.388833333
254236,0.463509752,2334,0.389
171653,0.463240505,2335,0.389166667
489892,0.46318673,2336,0.389333333
389635,0.463183366,2337,0.3895
242059,0.463086837,2338,0.389666667
532524,0.462997065,2339,0.389833333
141911,0.462946023,2340,0.39
23878,0.462863052,2341,0.390166667
23446,0.462720748,2342,0.390333333
287507,0.462540418,2343,0.3905
147336,0.46250759,2344,0.390666667
163175,0.462337357,2345,0.390833333
40514,0.46223727,2346,0.391
250223,0.462056005,2347,0.391166667
472954,0.46191315,2348,0.391333333
449107,0.461852521,2349,0.3915
103118,0.461667586,2350,0.391666667
239542,0.461660245,2351,0.391833333
328612,0.461563374,2352,0.392
106354,0.4612116,2353,0.392166667
223578,0.461095205,2354,0.392333333
199564,0.461015869,2355,0.3925
286623,0.46100654,2356,0.392666667
206300,0.46090359,2357,0.392833333
202085,0.460732385,2358,0.393
582466,0.460711686,2359,0.393166667
240098,0.460505104,2360,0.393333333
13991,0.460488685,2361,0.3935
254330,0.46045797,2362,0.393666667
507713,0.460271396,2363,0.393833333
410354,0.460175508,2364,0.394
335626,0.460161235,2365,0.394166667
370779,0.460144435,2366,0.394333333
278438,0.460104974,2367,0.3945
232393,0.460025817,2368,0.394666667
249317,0.459993007,2369,0.394833333
462386,0.459783649,2370,0.395
392627,0.459724351,2371,0.395166667
391056,0.459717846,2372,0.395333333
233442,0.459683884,2373,0.3955
82642,0.459640159,2374,0.395666667
592538,0.459551024,2375,0.395833333
208740,0.459527676,2376,0.396
574107,0.459522679,2377,0.396166667
122587,0.459355669,2378,0.396333333
98845,0.459136146,2379,0.3965
38569,0.458868909,2380,0.396666667
57967,0.458868824,2381,0.396833333
245734,0.458843679,2382,0.397
366927,0.458780314,2383,0.397166667
46744,0.458563992,2384,0.397333333
322568,0.458536174,2385,0.3975
4819,0.458516944,2386,0.397666667
516928,0.45848151,2387,0.397833333
34360,0.458237097,2388,0.398
326853,0.45820387,2389,0.398166667
73226,0.458115583,2390,0.398333333
362855,0.458090825,2391,0.3985
268618,0.457914314,2392,0.398666667
347766,0.457865511,2393,0.398833333
42967,0.457848008,2394,0.399
326482,0.457575233,2395,0.399166667
521713,0.457553972,2396,0.399333333
449610,0.457450565,2397,0.3995
501223,0.457412016,2398,0.399666667
420879,0.457336321,2399,0.399833333
324614,0.457315967,2400,0.4
547675,0.457231445,2401,0.400166667
410554,0.457203903,2402,0.400333333
269064,0.457184869,2403,0.4005
307509,0.457069515,2404,0.400666667
520327,0.456972546,2405,0.400833333
109926,0.456896058,2406,0.401
186812,0.456853329,2407,0.401166667
178610,0.456844225,2408,0.401333333
226483,0.456796294,2409,0.4015
37178,0.456782452,2410,0.401666667
517117,0.456697868,2411,0.401833333
457612,0.456518852,2412,0.402
445798,0.45645625,2413,0.402166667
2621,0.456284673,2414,0.402333333
489938,0.456184049,2415,0.4025
423814,0.456030738,2416,0.402666667
264264,0.456021199,2417,0.402833333
285874,0.455830537,2418,0.403
285255,0.455746491,2419,0.403166667
400277,0.455689767,2420,0.403333333
508815,0.455681488,2421,0.4035
292501,0.455632948,2422,0.403666667
100163,0.455486996,2423,0.403833333
422365,0.455306064,2424,0.404
427545,0.455166299,2425,0.404166667
394256,0.455090312,2426,0.404333333
60267,0.455074681,2427,0.4045
583639,0.454866105,2428,0.404666667
357393,0.454781928,2429,0.404833333
491501,0.454530693,2430,0.405
483398,0.454377747,2431,0.405166667
472225,0.454335414,2432,0.405333333
180617,0.454280617,2433,0.4055
94694,0.45425478,2434,0.405666667
50455,0.454224268,2435,0.405833333
86701,0.454193643,2436,0.406
296648,0.454161522,2437,0.406166667
520268,0.454030003,2438,0.406333333
438755,0.453923298,2439,0.4065
423554,0.453916618,2440,0.406666667
423896,0.453881255,2441,0.406833333
170368,0.453846586,2442,0.407
281241,0.453783977,2443,0.407166667
25811,0.453768456,2444,0.407333333
84249,0.453694872,2445,0.4075
355343,0.453485796,2446,0.407666667
434894,0.453133425,2447,0.407833333
423768,0.453044329,2448,0.408
207036,0.453043416,2449,0.408166667
135721,0.452983971,2450,0.408333333
92164,0.452815146,2451,0.4085
60717,0.452718787,2452,0.408666667
117222,0.452617924,2453,0.408833333
174173,0.452519587,2454,0.409
83801,0.452514638,2455,0.409166667
456321,0.452404438,2456,0.409333333
297912,0.452387375,2457,0.4095
50660,0.452210231,2458,0.409666667
67947,0.452021581,2459,0.409833333
566970,0.451936029,2460,0.41
28003,0.451771153,2461,0.410166667
413682,0.451730301,2462,0.410333333
419753,0.451727415,2463,0.4105
409019,0.451726143,2464,0.410666667
252666,0.451669488,2465,0.410833333
88848,0.451308137,2466,0.411
144170,0.451153683,2467,0.411166667
439215,0.451111236,2468,0.411333333
202844,0.45109811,2469,0.4115
523406,0.45098204,2470,0.411666667
592458,0.45083315,2471,0.411833333
391905,0.450817441,2472,0.412
99372,0.450812234,2473,0.412166667
542968,0.450771443,2474,0.412333333
202611,0.45066155,2475,0.4125
525138,0.450616637,2476,0.412666667
180393,0.45059634,2477,0.412833333
125964,0.45059017,2478,0.413
124753,0.45057558,2479,0.413166667
195183,0.450564404,2480,0.413333333
296311,0.450536927,2481,0.4135
443912,0.450516965,2482,0.413666667
557269,0.450511102,2483,0.413833333
585247,0.450314297,2484,0.414
435761,0.450312314,2485,0.414166667
82391,0.4501487,2486,0.414333333
294501,0.450134873,2487,0.4145
391649,0.450113227,2488,0.414666667
284963,0.449853044,2489,0.414833333
187198,0.449825047,2490,0.415
535184,0.449812486,2491,0.415166667
503718,0.449728419,2492,0.415333333
312389,0.449609118,2493,0.4155
245510,0.449557862,2494,0.415666667
572998,0.449516995,2495,0.415833333
186994,0.449468903,2496,0.416
240572,0.449448075,2497,0.416166667
321001,0.449360824,2498,0.416333333
333920,0.449316752,2499,0.4165
332730,0.449281114,2500,0.416666667
255389,0.449053913,2501,0.416833333
174628,0.448792706,2502,0.417
266037,0.448754674,2503,0.417166667
100979,0.448472726,2504,0.417333333
186032,0.448456944,2505,0.4175
563792,0.448419784,2506,0.417666667
117208,0.448183127,2507,0.417833333
488087,0.448130277,2508,0.418
116361,0.44810609,2509,0.418166667
372736,0.44797266,2510,0.418333333
241184,0.447882234,2511,0.4185
34016,0.44781976,2512,0.418666667
214903,0.44771411,2513,0.418833333
273405,0.447568239,2514,0.419
568891,0.447502712,2515,0.419166667
143962,0.44747683,2516,0.419333333
226427,0.447454492,2517,0.4195
269089,0.447316689,2518,0.419666667
384773,0.447270871,2519,0.419833333
198653,0.447037355,2520,0.42
28283,0.446994262,2521,0.420166667
515824,0.446856518,2522,0.420333333
401597,0.446664571,2523,0.4205
242865,0.446487348,2524,0.420666667
480447,0.446458888,2525,0.420833333
339914,0.446426656,2526,0.421
562656,0.446421188,2527,0.421166667
323153,0.446389527,2528,0.421333333
346232,0.446336912,2529,0.4215
345608,0.44623281,2530,0.421666667
591574,0.446189838,2531,0.421833333
184849,0.446169206,2532,0.422
76909,0.446042988,2533,0.422166667
528800,0.445909587,2534,0.422333333
345334,0.44585788,2535,0.4225
539811,0.445524809,2536,0.422666667
345247,0.445423898,2537,0.422833333
199851,0.445310348,2538,0.423
62894,0.445304752,2539,0.423166667
55684,0.445289616,2540,0.423333333
271388,0.445263681,2541,0.4235
102991,0.44524309,2542,0.423666667
60690,0.44523726,2543,0.423833333
257802,0.445217236,2544,0.424
186892,0.445166178,2545,0.424166667
192713,0.445121274,2546,0.424333333
469435,0.445110126,2547,0.4245
327546,0.445055623,2548,0.424666667
481619,0.444848502,2549,0.424833333
598507,0.444718471,2550,0.425
200304,0.4446516,2551,0.425166667
239882,0.444647178,2552,0.425333333
270578,0.444571885,2553,0.4255
106665,0.444513179,2554,0.425666667
598201,0.444410611,2555,0.425833333
422577,0.444297211,2556,0.426
330136,0.444271893,2557,0.426166667
256295,0.444233792,2558,0.426333333
10989,0.444184659,2559,0.4265
596845,0.444139631,2560,0.426666667
45958,0.44407012,2561,0.426833333
268052,0.443967471,2562,0.427
485574,0.443937762,2563,0.427166667
482153,0.443909096,2564,0.427333333
214847,0.443765094,2565,0.4275
297189,0.443739149,2566,0.427666667
342526,0.443650717,2567,0.427833333
310329,0.443457184,2568,0.428
235065,0.443325367,2569,0.428166667
360343,0.443140267,2570,0.428333333
230081,0.443116708,2571,0.4285
77594,0.443079604,2572,0.428666667
490943,0.443003071,2573,0.428833333
309147,0.442751882,2574,0.429
481610,0.442732351,2575,0.429166667
344340,0.442711655,2576,0.429333333
450040,0.442527103,2577,0.4295
212213,0.442280792,2578,0.429666667
452347,0.44225333,2579,0.429833333
446927,0.442237291,2580,0.43
72948,0.442095723,2581,0.430166667
377059,0.442083469,2582,0.430333333
474936,0.442075918,2583,0.4305
185860,0.442039807,2584,0.430666667
91455,0.442012025,2585,0.430833333
215727,0.44200877,2586,0.431
397792,0.441806687,2587,0.431166667
313049,0.441753981,2588,0.431333333
480661,0.44159487,2589,0.4315
596717,0.441579401,2590,0.431666667
200952,0.441511354,2591,0.431833333
69888,0.441419616,2592,0.432
598137,0.441368735,2593,0.432166667
435356,0.441357452,2594,0.432333333
266254,0.441339985,2595,0.4325
166971,0.441243373,2596,0.432666667
44800,0.441152692,2597,0.432833333
10219,0.441112195,2598,0.433
366794,0.44101389,2599,0.433166667
90224,0.440927249,2600,0.433333333
79229,0.440757676,2601,0.4335
164589,0.44075292,2602,0.433666667
68052,0.440669174,2603,0.433833333
297301,0.440467278,2604,0.434
493571,0.440460701,2605,0.434166667
173643,0.440422447,2606,0.434333333
129146,0.440287246,2607,0.4345
559296,0.440114989,2608,0.434666667
302328,0.440032017,2609,0.434833333
206946,0.439986242,2610,0.435
161068,0.43995019,2611,0.435166667
592336,0.439942706,2612,0.435333333
163688,0.439919272,2613,0.4355
108799,0.439811036,2614,0.435666667
159746,0.439805123,2615,0.435833333
20245,0.439767278,2616,0.436
514617,0.439602092,2617,0.436166667
197310,0.439525703,2618,0.436333333
464440,0.439164693,2619,0.4365
234081,0.439076396,2620,0.436666667
273501,0.438779098,2621,0.436833333
85533,0.438765853,2622,0.437
228999,0.438673385,2623,0.437166667
393722,0.43844117,2624,0.437333333
440327,0.438393677,2625,0.4375
221923,0.4383348,2626,0.437666667
337492,0.438313279,2627,0.437833333
425040,0.438272712,2628,0.438
120640,0.438156306,2629,0.438166667
149274,0.438125712,2630,0.438333333
157020,0.438041717,2631,0.4385
362020,0.438000158,2632,0.438666667
261743,0.437891015,2633,0.438833333
389643,0.437879438,2634,0.439
583534,0.437840302,2635,0.439166667
60465,0.437793848,2636,0.439333333
191555,0.437746892,2637,0.4395
325878,0.437572799,2638,0.439666667
312703,0.437510147,2639,0.439833333
321273,0.437482115,2640,0.44
116242,0.437331325,2641,0.440166667
32063,0.437045542,2642,0.440333333
517690,0.436997482,2643,0.4405
230494,0.436666769,2644,0.440666667
452732,0.436665119,2645,0.440833333
216467,0.436647384,2646,0.441
546762,0.43656246,2647,0.441166667
94191,0.436531586,2648,0.441333333
271563,0.435902991,2649,0.4415
489996,0.435899611,2650,0.441666667
451577,0.435732399,2651,0.441833333
63609,0.43570725,2652,0.442
383827,0.435604895,2653,0.442166667
347132,0.435562217,2654,0.442333333
178903,0.435496455,2655,0.4425
534229,0.435493072,2656,0.442666667
154335,0.435489806,2657,0.442833333
332796,0.435458601,2658,0.443
550325,0.435363694,2659,0.443166667
303614,0.435310323,2660,0.443333333
226266,0.435031637,2661,0.4435
241703,0.435023422,2662,0.443666667
127089,0.434897378,2663,0.443833333
20222,0.434864645,2664,0.444
68920,0.434157842,2665,0.444166667
306794,0.434030181,2666,0.444333333
145958,0.433725537,2667,0.4445
198145,0.433513928,2668,0.444666667
162619,0.433448415,2669,0.444833333
442147,0.433408408,2670,0.445
237193,0.433364359,2671,0.445166667
70662,0.433361639,2672,0.445333333
261722,0.433306752,2673,0.4455
443710,0.433192514,2674,0.445666667
332645,0.433166895,2675,0.445833333
270211,0.433089618,2676,0.446
253353,0.433055521,2677,0.446166667
167593,0.433022529,2678,0.446333333
519514,0.432907698,2679,0.4465
284945,0.432892757,2680,0.446666667
143692,0.432869375,2681,0.446833333
301528,0.432637901,2682,0.447
338029,0.432637292,2683,0.447166667
347385,0.432618442,2684,0.447333333
565225,0.432409981,2685,0.4475
1706,0.432385435,2686,0.447666667
1124,0.43232502,2687,0.447833333
564039,0.432321445,2688,0.448
100467,0.432304312,2689,0.448166667
29555,0.432188853,2690,0.448333333
443874,0.432041262,2691,0.4485
519974,0.432000966,2692,0.448666667
145792,0.431839744,2693,0.448833333
14438,0.43174972,2694,0.449
425399,0.431747099,2695,0.449166667
295192,0.431663571,2696,0.449333333
416579,0.431615222,2697,0.4495
543521,0.431594616,2698,0.449666667
591723,0.431590438,2699,0.449833333
200650,0.431518342,2700,0.45
385519,0.431396324,2701,0.450166667
102516,0.431300922,2702,0.450333333
578902,0.431200691,2703,0.4505
593334,0.431153153,2704,0.450666667
336884,0.431100277,2705,0.450833333
311373,0.430838189,2706,0.451
148545,0.430803453,2707,0.451166667
323087,0.430798855,2708,0.451333333
242592,0.430790544,2709,0.4515
336143,0.430735978,2710,0.451666667
142119,0.430618833,2711,0.451833333
246718,0.430568335,2712,0.452
443531,0.430539335,2713,0.452166667
546235,0.43053175,2714,0.452333333
100627,0.430517305,2715,0.4525
355800,0.430496303,2716,0.452666667
329198,0.430467962,2717,0.452833333
92021,0.43044468,2718,0.453
129151,0.430412876,2719,0.453166667
474597,0.430408887,2720,0.453333333
217152,0.430351427,2721,0.4535
323116,0.430164289,2722,0.453666667
137984,0.430145259,2723,0.453833333
79265,0.43012084,2724,0.454
42914,0.430104139,2725,0.454166667
501103,0.429993457,2726,0.454333333
93885,0.429852404,2727,0.4545
313411,0.429794371,2728,0.454666667
215644,0.42966718,2729,0.454833333
13551,0.429616535,2730,0.455
271990,0.429585427,2731,0.455166667
205244,0.429514502,2732,0.455333333
208744,0.429506157,2733,0.4555
583812,0.429504173,2734,0.455666667
345561,0.429387629,2735,0.455833333
283887,0.429248616,2736,0.456
104732,0.429141284,2737,0.456166667
274571,0.429127093,2738,0.456333333
584710,0.429043154,2739,0.4565
388217,0.428934542,2740,0.456666667
514748,0.428909908,2741,0.456833333
395703,0.428784732,2742,0.457
134958,0.428709745,2743,0.457166667
95230,0.428699506,2744,0.457333333
331474,0.428583207,2745,0.4575
200762,0.428556339,2746,0.457666667
480864,0.428539139,2747,0.457833333
286363,0.428419674,2748,0.458
391599,0.428410528,2749,0.458166667
317033,0.428340592,2750,0.458333333
268026,0.428323998,2751,0.4585
376166,0.4282887,2752,0.458666667
172571,0.428243234,2753,0.458833333
285397,0.428189513,2754,0.459
381664,0.427797336,2755,0.459166667
404631,0.427762227,2756,0.459333333
32807,0.427725049,2757,0.4595
68939,0.427712935,2758,0.459666667
471101,0.427614763,2759,0.459833333
439179,0.42760187,2760,0.46
496670,0.427575609,2761,0.460166667
456194,0.427501869,2762,0.460333333
553832,0.427402088,2763,0.4605
391856,0.427347077,2764,0.460666667
523942,0.427198433,2765,0.460833333
2857,0.427163814,2766,0.461
64528,0.42708054,2767,0.461166667
161712,0.427051724,2768,0.461333333
237027,0.427023137,2769,0.4615
143828,0.426898265,2770,0.461666667
83367,0.426829852,2771,0.461833333
387473,0.426784411,2772,0.462
287976,0.426671262,2773,0.462166667
329710,0.426559434,2774,0.462333333
599537,0.42642945,2775,0.4625
446963,0.426381652,2776,0.462666667
575889,0.426359585,2777,0.462833333
425745,0.426306128,2778,0.463
552243,0.426220938,2779,0.463166667
494343,0.426188619,2780,0.463333333
305109,0.426185662,2781,0.4635
495437,0.426006708,2782,0.463666667
298776,0.425906225,2783,0.463833333
398136,0.425790985,2784,0.464
363828,0.425757841,2785,0.464166667
322476,0.425697482,2786,0.464333333
133615,0.425467313,2787,0.4645
537389,0.425269154,2788,0.464666667
258426,0.425191568,2789,0.464833333
496507,0.425076814,2790,0.465
424161,0.425010367,2791,0.465166667
514504,0.425007951,2792,0.465333333
98787,0.424925929,2793,0.4655
201924,0.424909023,2794,0.465666667
219484,0.424896819,2795,0.465833333
240266,0.424857511,2796,0.466
214261,0.424675528,2797,0.466166667
298686,0.424664916,2798,0.466333333
9261,0.424387771,2799,0.4665
518956,0.424120683,2800,0.466666667
416161,0.424039693,2801,0.466833333
414810,0.423923173,2802,0.467
58847,0.423810634,2803,0.467166667
569731,0.423777548,2804,0.467333333
235823,0.423724706,2805,0.4675
263626,0.423650549,2806,0.467666667
174023,0.42343411,2807,0.467833333
199352,0.423316077,2808,0.468
177058,0.423295525,2809,0.468166667
204970,0.423124635,2810,0.468333333
540224,0.42298501,2811,0.4685
34980,0.422976685,2812,0.468666667
225892,0.42294542,2813,0.468833333
457983,0.422910534,2814,0.469
505406,0.422906473,2815,0.469166667
88664,0.422904503,2816,0.469333333
281639,0.422834529,2817,0.4695
499120,0.422787555,2818,0.469666667
507967,0.422731611,2819,0.469833333
489007,0.422714289,2820,0.47
503666,0.422595511,2821,0.470166667
176291,0.422545424,2822,0.470333333
268518,0.422408558,2823,0.4705
524761,0.422338389,2824,0.470666667
195197,0.422280232,2825,0.470833333
426969,0.422278403,2826,0.471
114212,0.422254399,2827,0.471166667
571805,0.422075115,2828,0.471333333
43282,0.422057834,2829,0.4715
1008,0.421918957,2830,0.471666667
380848,0.42188667,2831,0.471833333
546287,0.421869235,2832,0.472
400117,0.421697469,2833,0.472166667
571578,0.421609321,2834,0.472333333
594731,0.421595715,2835,0.4725
452954,0.421499546,2836,0.472666667
260912,0.421480588,2837,0.472833333
379454,0.421477853,2838,0.473
220762,0.421282366,2839,0.473166667
515485,0.421272558,2840,0.473333333
551561,0.421242707,2841,0.4735
93162,0.42122516,2842,0.473666667
406264,0.42122002,2843,0.473833333
472942,0.421210027,2844,0.474
158255,0.42115259,2845,0.474166667
309615,0.421066625,2846,0.474333333
225171,0.421007829,2847,0.4745
235734,0.420872166,2848,0.474666667
180627,0.420819618,2849,0.474833333
102788,0.420799509,2850,0.475
342329,0.420635275,2851,0.475166667
175440,0.420614385,2852,0.475333333
144237,0.420581513,2853,0.4755
329007,0.420562057,2854,0.475666667
102921,0.420426268,2855,0.475833333
159706,0.420335217,2856,0.476
375847,0.420331487,2857,0.476166667
349167,0.420305132,2858,0.476333333
556155,0.420229885,2859,0.4765
12890,0.420193385,2860,0.476666667
155915,0.420178293,2861,0.476833333
457783,0.419828683,2862,0.477
429519,0.419796424,2863,0.477166667
344252,0.419628895,2864,0.477333333
317320,0.419454807,2865,0.4775
